,Admin State,Allotment Name,Allotment Number,Authorization Number,Date NEPA Analysis Completed (mm/dd/yyyy)5,Date of Most Recent Land Health Evaluation Report (mm/dd/yyyy)1,Date of most recent Determination of Causal Factor(s) (mm/dd/yyyy)2,Land Health Standard(s) Not Achieved in the Allotment and Significant Causal Factor(s) Identified3,NEPA Identifier6,Office Code,Permit or Lease Status,"Type of NEPA Analysis for Grazing Authorization (EA, EIS, CX, DNA)4",Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
2571,WY,LOWER PASTURE IND,12017,4904326,03/24/05,,,,DNA-WY100-EA99-234,LLWYD01000,ACTIVE,DNA,,,,,,,,,,,,,
2572,WY,LOWER RED CANYON IND,02137,4914673,06/23/00,,,,WY-100-EA00-049,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2573,WY,LUMAN IND,12124,4904363,06/26/00,,,,EA-WY100-EA00-144,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2574,WY,MAKI CR IND,02039,4904320,08/31/99,,,,EA-WY100-EA99-190,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2575,WY,MARINCIC MESA IND,12132,4914400,09/03/10,,,,CX # WY-100-10-495,LLWYD01000,APPROPRIATION ACT,CX,,,,,,,,,,,,,
2576,WY,MCKINSEY IND,02098,4904345,09/27/99,,,,WY100-EA99-194,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2577,WY,MCNINCH DEER HILL IN,12127,4912070,03/21/05,,,,DNA-WY100-EA00-016,LLWYD01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
2578,WY,MERNA HORSE CR. IND.,02193,4904328,03/24/05,,,,DNA-WY100-EA99-082,LLWYD01000,ACTIVE,DNA,,,,,,,,,,,,,
2579,WY,MESA COM,02031,4904422,09/23/04,,,,DNA-WY100-EA99-228,LLWYD01000,ACTIVE,DNA,,,,,,,,,,,,,
2580,WY,MESA COM,02031,4904396,02/17/06,,,,EA-WY100-EA06-565,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2581,WY,MESA COM,02031,4904438,05/10/99,,,,EA-WY100-EA99-134,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2582,WY,MESA COM,02031,4904420,06/30/08,,,,XX,LLWYD01000,APPROPRIATION ACT,,,,,,,,,,,,,,
2583,WY,MESA COM,02031,4904380,06/25/98,,,,EA-WY100-EA98-095,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2584,WY,MESA COM,02031,4904421,07/01/99,,,,EA-WY100-EA99-228,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2585,WY,MESA COM,02031,4904354,09/23/04,,,,DNA-,LLWYD01000,ACTIVE,DNA,,,,,,,,,,,,,
2586,WY,MESA COM,02031,4904435,,,,,,LLWYD01000,APPROPRIATION ACT,,,,,,,,,,,,,,
2587,WY,MESA COM,02031,4904407,03/23/06,,,,EA-WY100-EA06-104,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2588,WY,MESA COM,02031,4914400,09/03/10,,,,CX # WY-100-10-495,LLWYD01000,APPROPRIATION ACT,CX,,,,,,,,,,,,,
2589,WY,MESA COM,02031,4904418,04/20/04,,,,EA-WY100-EA04-123,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2590,WY,MESA COM,02031,4904349,09/08/00,,,,DNA-,LLWYD01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
2591,WY,MESA COM,02031,4904357,05/31/01,,,,EA-WY100-EA01-221,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2592,WY,MESA COM,02031,4904409,06/15/05,,,,EA-WY100-EA05-059,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2593,WY,MESA COM,02031,4914642,11/18/10,,,,CS WY-100-CX10-520,LLWYD01000,APPROPRIATION ACT,CX,,,,,,,,,,,,,
2594,WY,MICKELSON BRAY COM,12027,4904440,06/23/00,,,,EA-WY100-EA00-049,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2595,WY,MICKELSON BRAY COM,12027,4914673,06/23/00,,,,WY-100-EA00-049,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2596,WY,MILLER DANIEL RIDGE,02148,4904442,03/24/05,,,,EA-WY100-EA05-060,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2597,WY,MILLER HOME PL IND,02178,4904374,05/01/96,,,,EA-,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2598,WY,MILLER PINEY IND.,02149,4914746,03/10/11,,,,WY-100-CX11-126,LLWYD01000,APPROPRIATION ACT,CX,,,,,,,,,,,,,
2599,WY,MOUNT AIRY COM,02049,4904362,09/27/99,,,,WY100-EA99-194,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2600,WY,MOUNT AIRY COM,02049,4904330,01/23/06,,,,DNA-WY100-EA99-194,LLWYD01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
2601,WY,MOUNT AIRY COM,02049,4904345,09/27/99,,,,WY100-EA99-194,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2602,WY,MOUNT AIRY COM,02049,4904407,03/23/06,,,,EA-WY100-EA06-104,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2603,WY,MUDDY CORRAL IND,02186,4904316,,,,,,LLWYD01000,APPROPRIATION ACT,,,,,,,,,,,,,,
2604,WY,MUDDY CREEK IND,02095,4904343,04/28/99,,,,EA-WY100-EA99-140,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2605,WY,MUDDY MEADOWS,12112,4904377,07/30/03,2009,7/25/12,#6 Air quality,EA-WY100-EA03-152,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2606,WY,MULESHOE,02068,4904327,12/14/04,,,,DNA-WY100-EA00-066,LLWYD01000,ACTIVE,DNA,,,,,,,,,,,,,
2607,WY,N BEAVER TRACTS IND,02175,4912568,06/30/08,,,,WYO,LLWYD01000,APPROPRIATION ACT,,,,,,,,,,,,,,
2608,WY,N HOBACK RIM IND,02169,4914599,10/12/10,,,,WY-100-CS11-32,LLWYD01000,APPROPRIATION ACT,,,,,,,,,,,,,,
2609,WY,N LABARGE COM,02077,4904428,08/31/00,,,,EA-WY100-EA98-086,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2610,WY,N LABARGE COM,02077,4904347,01/12/04,,,,EA-WY100-EA03-151,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2611,WY,N LABARGE COM,02077,4904437,04/07/06,,,,DNA-WY100-EA98-086,LLWYD01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
2612,WY,N LABARGE COM,02077,4904419,02/06/04,,,,EA-WY100-EA03-157,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2613,WY,N LABARGE COM,02077,4904307,08/24/00,,,,WY-100-EA98-086,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2614,WY,N LABARGE COM,02077,4904332,08/16/02,,,,DNA-WY100-EA98-086,LLWYD01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
2615,WY,N LABARGE COM,02077,4904375,04/07/06,,,,EA-WY100-EA06-074,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2616,WY,NEW FORK IND,12113,4904436,05/13/02,,,,EA-WY100-EA02-106,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2617,WY,NEW FORK TRACT ISOL,12225,4904376,09/01/04,,,,EA-WY100-EA04-118,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2618,WY,NO.LAB.BRID.TET.F.S.,12223,4904307,08/24/00,,,,WY-100-EA98-086,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2619,WY,NO.LAB.BRID.TET.F.S.,12223,4904347,01/12/04,,,,EA-WY100-EA03-151,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2620,WY,NO.LAB.BRID.TET.F.S.,12223,4904437,04/07/06,,,,DNA-WY100-EA98-086,LLWYD01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
2621,WY,NOBLE CORA PEAK COM,02160,4904384,07/27/99,,,,EA-WY100-EA99-244,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2622,WY,NOBLE TRACTS IND.,02159,4904384,07/27/99,,,,EA-WY100-EA99-244,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2623,WY,NORRIS N PINEY IND,02161,4904386,08/02/00,,,,EA-WY100-EA99-117,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2624,WY,NORTH PASTURE IND,12115,4904306,06/25/98,2009,7/25/12,#6 Air quality,EA-WY100-EA98-097,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2625,WY,NORTH RATHBURN,22030,4904348,09/13/01,,,,EA-WY100-EA01-110,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2626,WY,NW SQUARE TOP IND,12123,4904383,07/01/99,,,,EA-WY100-EA99-227,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2627,WY,O NEIL IND,02163,4904334,06/11/99,,,,EA-WY100-EA99-130,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2628,WY,PINE CR IND,02166,4904425,01/23/06,,,,DNA-WY100-EA99-101,LLWYD01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
2629,WY,PINEY BRIDGE IND,02155,4904380,06/25/98,,,,EA-WY100-EA98-095,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2630,WY,PINEY IND,02139,4914826,05/12/11,,,,CX=WY-100-CS11,LLWYD01000,APPROPRIATION ACT,CX,,,,,,,,,,,,,
2631,WY,PINEY UNIT FENCED,12120,4914826,05/12/11,,,,CX=WY-100-CS11,LLWYD01000,APPROPRIATION ACT,CX,,,,,,,,,,,,,
2632,WY,POLE CR IND,02043,4904323,12/13/10,,,,CX WY-100-CX11-127,LLWYD01000,APPROPRIATION ACT,CX,,,,,,,,,,,,,
2633,WY,PORTER EST SR N 2215,12215,4904508,10/05/99,,,,EA-WY100-EA99-102,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2634,WY,PORTER EST SR NO 3,12214,4904508,10/05/99,,,,EA-WY100-EA99-102,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2635,WY,PRICE HORSE CR IND,02172,4904396,02/17/06,,,,EA-WY100-EA06-565,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2636,WY,PRICE-BEECHER CREEK,12222,4904396,02/17/06,,,,EA-WY100-EA06-565,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2637,WY,Q5 ANTELOPE FLAT IND,02176,4912568,06/30/08,,,,WYO,LLWYD01000,APPROPRIATION ACT,,,,,,,,,,,,,,
2638,WY,Q5 SOAPHOLE,02174,4904374,05/01/96,,,,EA-,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2639,WY,RATHBURN IND,02138,4904348,09/13/01,,,,EA-WY100-EA01-110,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2640,WY,REARDON CANYON COM,02073,4904503,04/05/03,,,,DNA-WY100-EA99-138,LLWYD01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
2641,WY,REARDON CANYON COM,02073,4904434,04/05/03,,,,DNA-WY100-EA99-138,LLWYD01000,ACTIVE,DNA,,,,,,,,,,,,,
2642,WY,RED CANYON COM,12025,4914673,06/23/00,,,,WY-100-EA00-049,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2643,WY,RED CANYON COM,12025,4904440,06/23/00,,,,EA-WY100-EA00-049,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2644,WY,RESERVOIR PAST,12103,4914740,02/28/05,,,,DNA-WY100-EA99-152,LLWYD01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
2645,WY,RIEF INDIVIDUAL,02090,4904323,12/13/10,,,,CX WY-100-CX11-127,LLWYD01000,APPROPRIATION ACT,CX,,,,,,,,,,,,,
2646,WY,RND VLY-RYEGRASS IND,12205,4904327,12/14/04,,,,DNA-WY100-EA00-066,LLWYD01000,ACTIVE,DNA,,,,,,,,,,,,,
2647,WY,ROSENE IND,02165,4904390,06/09/00,,,,EA-WY100-EA00-061,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2648,WY,RYEGRASS INDIVIDUAL,02059,4900196,05/18/98,,,,EA-WY100-EA98-124,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2649,WY,RYEGRASS ISOLATED,02060,4900196,05/18/98,,,,EA-WY100-EA98-124,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2650,WY,S HORSE CR IND,02182,4904402,07/30/03,,,,EA-WY100-EA03-151,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2651,WY,S PINEY PL MEADOWS,02079,4904332,08/16/02,,,,DNA-WY100-EA98-086,LLWYD01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
2652,WY,S PINEY RANCH IND,02074,4904332,08/16/02,,,,DNA-WY100-EA98-086,LLWYD01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
2653,WY,S RIDGE SOAPHOLE COM,02131,4914746,03/10/11,,,,WY-100-CX11-126,LLWYD01000,APPROPRIATION ACT,CX,,,,,,,,,,,,,
2654,WY,S RIDGE SOAPHOLE COM,02131,4914400,09/03/10,,,,CX # WY-100-10-495,LLWYD01000,APPROPRIATION ACT,CX,,,,,,,,,,,,,
2655,WY,SAND DRAW ALLOTMENT,02156,4904357,05/31/01,,,,EA-WY100-EA01-221,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2656,WY,SANDY FENCED IND,02184,4900176,04/18/00,2009,7/25/12,#6 Air quality,EA-WY100-EA00-067,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2657,WY,SANDY IND,12111,4904377,07/30/03,2009,7/25/12,#6 Air quality,EA-WY100-EA03-152,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2658,WY,SANDY UPPER MUDDY IN,12110,4904350,03/21/05,2009,7/25/12,#6 Air quality,EA-WY100-EA05-070,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2659,WY,SCAB CR IND,02153,4904378,06/25/98,,,,EA-WY100-EA98-098,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2660,WY,SCATTERED TRACTS,12114,4904436,05/13/02,,,,EA-WY100-EA02-106,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2661,WY,SCHOOL SECTION IND,02066,4904432,05/19/97,,,,EA-WY100-EA97-114,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2662,WY,SECTION 18 IND,12128,4912070,03/21/05,,,,DNA-WY100-EA00-016,LLWYD01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
2663,WY,SIGNAL IND.,00735,4904407,03/23/06,,,,EA-WY100-EA06-104,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2664,WY,SILVER CR IND,02154,4904353,04/20/04,,,,EA-WY100-EA04-121,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2665,WY,SNAKE RIVER LEASE,12224,4904511,,,,,,LLWYD01000,ACTIVE,,,,,,,,,,,,,,
2666,WY,SOAPHOLE COM,12119,4904444,01/23/06,,,,DNA-WY100-EA05-059,LLWYD01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
2667,WY,SOAPHOLE COM,12119,4904396,02/17/06,,,,EA-WY100-EA06-565,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2668,WY,SOAPHOLE COM,12119,4904409,06/15/05,,,,EA-WY100-EA05-059,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2669,WY,SODA LAKE COM,02183,4904403,02/01/05,,,,EA-WY100-EA05-032,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2670,WY,SODA LAKE COM,02183,4904412,06/11/99,,,,EA-WY100-EA99-144,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2671,WY,SOUTH DESERT ALLOT.,02040,4904419,02/06/04,,,,EA-WY100-EA03-157,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2672,WY,SOUTH DESERT ALLOT.,02040,4900280,,,,,,LLWYD01000,APPROPRIATION ACT,,,,,,,,,,,,,,
2673,WY,SOUTH DESERT ALLOT.,02040,4904349,09/08/00,,,,DNA-,LLWYD01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
2674,WY,SOUTH DESERT ALLOT.,02040,4915148,03/28/12,,,,CX#WY-100-12-108,LLWYD01000,ACTIVE,CX,,,,,,,,,,,,,
2675,WY,SOUTH DESERT ALLOT.,02040,4904430,10/07/02,,,,EA-WY100-EA02-105,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2676,WY,SOUTH DESERT ALLOT.,02040,4904359,,,,,,LLWYD01000,APPROPRIATION ACT,,,,,,,,,,,,,,
2677,WY,SOUTH LABARGE COMMON,22005,4904358,02/04/00,,,,EA-WY100-EA99-291,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2678,WY,SOUTH LABARGE COMMON,22005,4904503,04/05/03,,,,DNA-WY100-EA99-138,LLWYD01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
2679,WY,SOUTH LABARGE COMMON,22005,4904308,02/04/00,,,,EA-WY100-EA99-291,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2680,WY,SOUTH LABARGE COMMON,22005,4904341,02/04/00,,,,EA-WY100-EA99-291,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2681,WY,SOUTH LABARGE COMMON,22005,4904333,02/04/00,,,,EA-WY100-EA99-291,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2682,WY,SOUTH LABARGE COMMON,22005,4904339,04/26/08,,,,EA-WY100-EA99-099,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2683,WY,SOUTH LABARGE COMMON,22005,4904365,03/21/05,,,,EA-WY100-EA04-122,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2684,WY,SOUTH PINEY IND,02195,4904416,01/25/00,,,,WY100-EA00-023,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2685,WY,SOUTHWEST PAST IND,12116,4904383,07/01/99,2009,7/25/12,#6 Air quality,EA-WY100-EA99-227,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2686,WY,SPADE IND,02072,4914806,05/10/11,,,,CS-WY-100-CS11-147,LLWYD01000,APPROPRIATION ACT,,,,,,,,,,,,,,
2687,WY,SPENCE PL IND,02179,4904349,09/08/00,,,,DNA-,LLWYD01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
2688,WY,SPRINGMAN CR IND,16557,4914521,01/21/00,,,,EA-WY100-EA99-086,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2689,WY,SQUARE TOP COM,02051,4904371,11/01/99,2009,7/25/12,#6 Air quality,WY-100-DNA-,LLWYD01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
2690,WY,SQUARE TOP COM,02051,4904436,05/13/02,2009,7/25/12,#6 Air quality,EA-WY100-EA02-106,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2691,WY,SQUARE TOP COM,02051,4904306,06/25/98,2009,7/25/12,#6 Air quality,EA-WY100-EA98-097,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2692,WY,SQUARE TOP COM,02051,4904314,09/13/01,2009,7/25/12,#6 Air quality,EA-WY100-EA01-111,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2693,WY,SQUARE TOP COM,02051,4904399,07/09/99,2009,7/25/12,#6 Air quality,EA-WY100-EA99-100,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2694,WY,STAR CORRAL IND,12130,4904368,03/21/05,,,,WY100-EA99-245,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2695,WY,STEELE IND,02190,4904446,04/12/00,,,,EA-WY100-EA00-062,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2696,WY,STUD HORSE COM,12008,4904344,04/07/06,,,,EA-WY100-EA06-075,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2697,WY,STUD HORSE COM,12008,4904403,02/01/05,,,,EA-WY100-EA05-032,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2698,WY,THREE ISLAND IND,02056,4904302,05/22/03,,,,EA-WY100-EA03-158,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2699,WY,TODD PASTURE,02105,4900196,05/18/98,,,,EA-WY100-EA98-124,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2700,WY,TRAILING,88888,4904399,07/09/99,,,,EA-WY100-EA99-100,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2701,WY,TRAILING,88888,4904347,01/12/04,,,,EA-WY100-EA03-151,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2702,WY,TRAILING,88888,4904436,05/13/02,,,,EA-WY100-EA02-106,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2703,WY,TRAILING,88888,4904378,06/25/98,,,,EA-WY100-EA98-098,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2704,WY,TRAILING,88888,4904344,04/07/06,,,,EA-WY100-EA06-075,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2705,WY,TRAILING,88888,4904380,06/25/98,,,,EA-WY100-EA98-095,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2706,WY,TRAILING,88888,4904306,06/25/98,,,,EA-WY100-EA98-097,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2707,WY,TRAILING,88888,4904400,03/21/05,,,,DNA-WY100-EA99-134,LLWYD01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
2708,WY,TRAILING,88888,4904350,03/21/05,,,,EA-WY100-EA05-070,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2709,WY,TRAILING,88888,4904376,09/01/04,,,,EA-WY100-EA04-118,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2710,WY,TRAILING,88888,4904314,09/13/01,,,,EA-WY100-EA01-111,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2711,WY,TRAILING,88888,4904371,11/01/99,,,,WY-100-DNA-,LLWYD01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
2712,WY,UPPER BILLIES IND,02085,4904336,09/05/00,,,,EA-WY100-EA00-097,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2713,WY,UPPER HORSE CREEK -I,02145,4904407,03/23/06,,,,EA-WY100-EA06-104,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2714,WY,UPPER MUDDY IND,02063,4904432,05/19/97,,,,EA-WY100-EA97-114,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2715,WY,UPPER N LABARGE IND,12201,4904419,02/06/04,,,,EA-WY100-EA03-157,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2716,WY,UPPER POST IND,02087,4904336,09/05/00,,,,EA-WY100-EA00-097,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2717,WY,W FREMONT RIDGE COM,12121,4904360,09/24/99,,,,EA-WY100-EA99-306,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2718,WY,W FREMONT RIDGE COM,12121,4900110,09/24/99,,,,EA-WY100-EA99-306,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2719,WY,WALTON RANCH,12210,4904504,04/07/06,,,,EA-WY100-EA06-081,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2720,WY,WARREN BRIDGE IND.,02069,4914807,05/10/11,,,,CS WY-100-CX11-147,LLWYD01000,APPROPRIATION ACT,CX,,,,,,,,,,,,,
2721,WY,WATSON DRAW,02045,4904430,10/07/02,,,,EA-WY100-EA02-105,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2722,WY,WEBB DRAW PASTURE,02101,4904322,06/01/01,,,,EA-WY100-EA01-222,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2723,WY,WEBB HOME PASTURE,12106,4914740,02/28/05,,,,DNA-WY100-EA99-152,LLWYD01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
2724,WY,WEST ASPEN RIDGE,00747,4912602,02/17/09,,,,WY-100-DNA09-4,LLWYD01000,ACTIVE,DNA,,,,,,,,,,,,,
2725,WY,WEST CORA PEAK IND,02164,4904390,06/09/00,,,,EA-WY100-EA00-061,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2726,WY,WEST IND,02037,4904318,04/22/99,,,,EA-WY100-EA99-132,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2727,WY,WEST OF RANCH IND,12129,4912070,03/21/05,,,,DNA-WY100-EA00-016,LLWYD01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
2728,WY,WILLOW LAKE TRACTS,22013,4904379,05/10/99,,,,EA-WY100-EA99-131,LLWYD01000,ACTIVE,EA,,,,,,,,,,,,,
2729,WY,WINKELMAN,02209,4914826,05/12/11,,,,CX=WY-100-CS11,LLWYD01000,APPROPRIATION ACT,CX,,,,,,,,,,,,,
2730,WY,YOSE IND,12204,4904339,04/26/08,,,,EA-WY100-EA99-099,LLWYD01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2731,WY,40 MILE CREEK,09058,4903362,,9/28/07,None Needed,All Standards Met,,LLWYD03000,ACTIVE,,,,,,,,,,,,,,
2732,WY,44 RANCH,10532,4903004,01/03/03,9/19/12,9/19/12,Upland; Standard #4-Not Livestock,WY-030-EA03-,LLWYD03000,ACTIVE,EA,,,,,,,,,,,,,
2733,WY,7E RANCH,00312,4903223,,9/27/06,9/27/06,Riparian-Livestock-Management Changes; Spring Dev.; Water Dev.,,LLWYD03000,APPROPRIATION ACT,,,,,,,,,,,,,,
2734,WY,A BAR A RANCH,11001,4903300,,9/30/05,9/30/05,Riparian; Wildlife Habitat; Weeds-Livestock & Other-Spring Dev.; Fence Conversion ,,LLWYD03000,ACTIVE,,,,,,,,,,,,,,
2735,WY,A CROSS RANCH,11027,4903468,,9/30/05,9/30/05,Riparian; Wildlife Habitat; Weeds-Livestock & Other-Vegetation Treatments,,LLWYD03000,ACTIVE,,,,,,,,,,,,,,
2736,WY,ADAMS RANCH,10501,4903082,05/21/07,9/19/12,9/19/12,Upland; Standard #4-Not Livestock,WY-030-EA07-169,LLWYD03000,ACTIVE,EA,,,,,,,,,,,,,
2737,WY,ADOBE TOWN,10502,4903050,,9/19/12,None Needed,All Standards Met,,LLWYD03000,APPROPRIATION ACT,,,,,,,,,,,,,,
2738,WY,AIRHEART PASTURE,01101,4903003,01/03/03,9/19/12,9/19/12,Upland; Standard #4-Not Livestock,WY-030-EA03-,LLWYD03000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
2739,WY,AIRPORT,00401,4903049,,9/30/05,None Needed,All Standards Met,,LLWYD03000,ACTIVE,,,,,,,,,,,,,,
